room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
12938222,66172221,Entire home/apt,Santa Maria Maior,15,5.0,5,2.0,115.0
12938577,35164340,Entire home/apt,Arroios,2,0.0,3,2.0,64.0
12939283,48045283,Entire home/apt,Estrela,38,4.5,4,1.0,46.0
12939671,71074248,Entire home/apt,Arroios,3,4.5,8,3.0,242.0
12939833,71077171,Entire home/apt,Santo António,5,4.5,8,4.0,253.0
12940141,20904630,Private room,Arroios,49,4.0,2,1.0,29.0
12941165,46370216,Entire home/apt,Estrela,8,4.0,2,1.0,45.0
12942058,38307092,Entire home/apt,São Vicente,59,4.5,2,0.0,45.0
12943522,71103808,Entire home/apt,Santo António,51,5.0,4,2.0,162.0
12946088,25839310,Entire home/apt,Misericórdia,37,4.0,6,2.0,66.0
12946501,69822541,Entire home/apt,São Vicente,71,5.0,2,1.0,65.0
12946622,2174752,Entire home/apt,Santa Maria Maior,17,4.5,4,2.0,115.0
12947938,2681397,Entire home/apt,Santa Maria Maior,51,4.5,16,5.0,288.0
12948623,2681397,Entire home/apt,Santa Maria Maior,44,4.5,16,4.0,242.0
12950423,8333365,Entire home/apt,Olivais,17,4.5,8,3.0,49.0
12950528,21145666,Entire home/apt,Santo António,32,4.5,4,1.0,104.0
12951815,65630376,Entire home/apt,Santa Maria Maior,44,4.5,4,2.0,69.0
12951864,48045283,Entire home/apt,Estrela,44,4.5,4,0.0,52.0
12952532,20904630,Entire home/apt,Arroios,9,4.0,8,4.0,124.0
12952630,52615975,Entire home/apt,Misericórdia,51,4.5,4,1.0,46.0
12952773,20904630,Private room,Arroios,45,4.0,2,1.0,29.0
12952943,35231191,Entire home/apt,Santa Maria Maior,35,4.5,4,1.0,58.0
12953131,65630376,Entire home/apt,Campo de Ourique,32,4.5,4,2.0,69.0
12953140,57898999,Entire home/apt,Santo António,19,4.5,4,2.0,109.0
12954162,3433439,Entire home/apt,Belém,2,0.0,6,2.0,80.0
12954811,18472297,Entire home/apt,Alvalade,23,5.0,3,1.0,52.0
12961350,24690583,Entire home/apt,Olivais,18,5.0,3,1.0,79.0
12961386,14629738,Private room,Avenidas Novas,9,5.0,2,1.0,23.0
12962842,19042743,Private room,Misericórdia,4,5.0,2,1.0,29.0
12963202,1756107,Entire home/apt,Misericórdia,13,5.0,8,4.0,133.0
12963501,36465810,Private room,Santa Maria Maior,17,4.5,2,1.0,29.0
12964094,26796114,Entire home/apt,São Vicente,44,4.5,7,3.0,58.0
12964434,1496930,Entire home/apt,Santo António,12,4.5,2,2.0,93.0
12965279,71303475,Private room,Marvila,17,4.5,1,1.0,12.0
12965399,13728607,Entire home/apt,Santa Maria Maior,24,4.0,8,3.0,173.0
12966379,44954448,Entire home/apt,Santo António,58,4.5,4,1.0,52.0
12966744,24519638,Private room,São Vicente,0,0.0,1,1.0,40.0
12967980,60982357,Entire home/apt,Lumiar,15,5.0,4,2.0,58.0
12968030,41042311,Entire home/apt,Estrela,35,4.5,2,0.0,46.0
12969202,70624147,Private room,Arroios,16,4.5,2,1.0,18.0
12969538,66344332,Private room,Santo António,9,3.5,2,1.0,28.0
12971037,29915677,Entire home/apt,Ajuda,22,5.0,5,1.0,80.0
12971142,280784,Entire home/apt,Alcântara,39,4.5,4,1.0,48.0
12971654,71371613,Entire home/apt,Misericórdia,30,4.5,4,1.0,40.0
12977538,6630054,Entire home/apt,Misericórdia,55,5.0,4,1.0,75.0
12978728,29747792,Entire home/apt,Estrela,6,5.0,4,2.0,138.0
12980958,7956592,Private room,Misericórdia,8,3.5,3,1.0,38.0
12981857,15900664,Private room,Estrela,49,4.5,2,1.0,30.0
12983114,34273106,Entire home/apt,Misericórdia,16,4.5,4,1.0,69.0
12983524,15900664,Private room,Estrela,23,4.5,2,1.0,26.0
12983576,58856345,Private room,Arroios,16,4.5,1,1.0,23.0
12984365,71502199,Entire home/apt,Santa Maria Maior,59,5.0,2,1.0,104.0
12984930,71502199,Entire home/apt,Santa Maria Maior,76,5.0,2,1.0,104.0
12985779,71518362,Entire home/apt,São Vicente,4,4.5,4,1.0,40.0
12986424,47021724,Private room,Penha de França,28,4.5,2,1.0,26.0
12987146,20904630,Private room,Arroios,40,4.0,2,1.0,26.0
12987258,20904630,Private room,Arroios,47,4.0,2,1.0,26.0
12987380,71518362,Entire home/apt,Santa Maria Maior,7,4.5,4,1.0,40.0
12987434,71535686,Entire home/apt,São Vicente,13,5.0,6,2.0,104.0
12988004,3433439,Entire home/apt,Belém,4,4.5,6,3.0,93.0
12988479,39903070,Entire home/apt,Campo de Ourique,20,4.5,4,1.0,46.0
12988777,4947455,Entire home/apt,Arroios,52,4.5,2,1.0,55.0
12992933,33832601,Entire home/apt,Misericórdia,2,0.0,3,1.0,93.0
12993200,57444825,Private room,Misericórdia,20,4.5,2,1.0,58.0
12994284,62220389,Private room,Santa Maria Maior,7,4.5,1,1.0,52.0
12994475,71612586,Entire home/apt,Santa Maria Maior,10,5.0,3,1.0,87.0
12994685,71614212,Entire home/apt,Estrela,1,0.0,6,2.0,52.0
12995183,8693539,Entire home/apt,Santa Maria Maior,27,5.0,4,1.0,57.0
12996446,57444825,Private room,Misericórdia,27,5.0,2,1.0,56.0
12997308,71621296,Entire home/apt,Alvalade,28,4.5,5,2.0,58.0
12998642,3735105,Entire home/apt,Estrela,1,0.0,3,1.0,87.0
12999101,2010790,Private room,Areeiro,2,0.0,2,1.0,29.0
12999980,2010790,Private room,Areeiro,0,0.0,1,1.0,29.0
13000211,2010790,Private room,Areeiro,7,3.5,2,1.0,29.0
13001681,8650300,Entire home/apt,Arroios,33,4.5,5,3.0,40.0
13001790,71681877,Private room,São Vicente,8,5.0,2,1.0,30.0
13003774,29890882,Private room,Estrela,4,5.0,1,1.0,23.0
13004198,71708521,Entire home/apt,Santa Maria Maior,32,4.5,6,3.0,93.0
13004536,71179272,Entire home/apt,Avenidas Novas,48,5.0,2,1.0,80.0
13005054,71179272,Entire home/apt,Avenidas Novas,46,5.0,2,1.0,80.0
13006154,2001523,Entire home/apt,Santa Maria Maior,19,4.5,4,0.0,144.0
13008241,25627088,Private room,Campolide,14,4.5,2,1.0,21.0
13010122,35319957,Entire home/apt,São Vicente,45,4.5,2,0.0,46.0
13011069,29064494,Entire home/apt,Misericórdia,38,5.0,6,3.0,231.0
13011133,4822437,Entire home/apt,Misericórdia,43,5.0,4,2.0,115.0
13012352,29890882,Private room,Estrela,10,4.0,1,1.0,15.0
13017038,70624147,Private room,Arroios,4,5.0,4,1.0,22.0
13018388,71179272,Entire home/apt,Avenidas Novas,41,4.5,4,2.0,104.0
13018572,71179272,Entire home/apt,Avenidas Novas,40,5.0,4,2.0,93.0
13018679,71103808,Entire home/apt,Santo António,33,4.5,5,3.0,98.0
13019062,71103808,Entire home/apt,Santo António,33,5.0,6,3.0,98.0
13019217,1851592,Private room,Beato,8,5.0,2,1.0,11.0
13021853,6392918,Entire home/apt,São Vicente,19,4.5,4,1.0,69.0
13023786,16811343,Entire home/apt,Misericórdia,1,0.0,4,1.0,66.0
13024533,52666603,Entire home/apt,Santa Maria Maior,19,5.0,2,1.0,52.0
13025365,29064494,Entire home/apt,Misericórdia,37,5.0,6,3.0,231.0
13026427,3953109,Entire home/apt,Santa Maria Maior,5,4.0,4,2.0,60.0
13029465,71986630,Entire home/apt,São Vicente,21,4.5,3,1.0,58.0
13030048,5894536,Entire home/apt,Santa Maria Maior,18,4.5,2,0.0,47.0
13030518,70624147,Private room,Arroios,10,4.5,2,1.0,18.0
13032228,62857833,Entire home/apt,Santa Maria Maior,5,5.0,8,4.0,57.0
13034094,7116579,Entire home/apt,Santa Maria Maior,30,4.5,4,1.0,98.0
13034154,7116579,Entire home/apt,Misericórdia,36,4.5,3,1.0,98.0
13038794,6517364,Private room,Misericórdia,0,0.0,2,1.0,57.0
13040692,3953109,Entire home/apt,Santa Maria Maior,7,4.5,6,3.0,143.0
13041215,12492913,Entire home/apt,Arroios,32,5.0,4,2.0,69.0
13042037,1293497,Private room,Santa Maria Maior,19,4.5,2,1.0,27.0
13042131,72137498,Entire home/apt,Estrela,28,5.0,4,2.0,75.0
13042689,72144279,Entire home/apt,Santa Maria Maior,39,4.5,6,2.0,58.0
13043195,72150394,Entire home/apt,Santo António,45,4.5,2,1.0,42.0
13044196,56045752,Entire home/apt,São Vicente,41,4.5,3,1.0,39.0
13044343,71518362,Entire home/apt,Santa Maria Maior,8,4.5,4,1.0,36.0
13046583,22370159,Entire home/apt,Misericórdia,16,4.5,6,2.0,79.0
13046622,27964523,Entire home/apt,Misericórdia,32,5.0,4,1.0,87.0
13049461,37758551,Entire home/apt,Santo António,2,0.0,7,3.0,80.0
13049611,37758551,Entire home/apt,Santo António,27,5.0,8,4.0,173.0
13049764,37758551,Entire home/apt,Santo António,10,4.0,8,3.0,104.0
13049841,37758551,Entire home/apt,Santa Maria Maior,7,4.5,2,0.0,58.0
13049908,70617243,Private room,Alcântara,1,0.0,4,1.0,46.0
13050289,37758551,Entire home/apt,Santa Maria Maior,13,4.5,5,2.0,69.0
13051032,2010790,Private room,Areeiro,0,0.0,1,1.0,29.0
13051421,2010790,Private room,Areeiro,3,3.5,2,1.0,29.0
13052092,2010790,Private room,Avenidas Novas,2,0.0,2,1.0,29.0
13052636,2010790,Private room,Avenidas Novas,4,3.5,1,1.0,29.0
13052871,2010790,Private room,Avenidas Novas,6,2.5,2,1.0,29.0
13054252,2010790,Private room,Avenidas Novas,0,0.0,2,1.0,29.0
13054545,2010790,Private room,Avenidas Novas,4,3.5,2,1.0,29.0
13054764,2010790,Private room,Avenidas Novas,3,3.5,2,1.0,29.0
13055012,823780,Entire home/apt,Santa Maria Maior,28,5.0,2,1.0,68.0
13056508,72294821,Private room,Estrela,46,5.0,2,1.0,46.0
13056900,72298933,Entire home/apt,Misericórdia,5,5.0,2,1.0,64.0
13057678,72306242,Entire home/apt,Lumiar,4,4.0,4,2.0,75.0
13059763,72329736,Entire home/apt,Estrela,8,4.5,2,1.0,48.0
13060521,20893300,Entire home/apt,Campolide,1,0.0,4,1.0,69.0
13062193,20893300,Entire home/apt,Campolide,3,5.0,4,1.0,69.0
13063029,72367188,Entire home/apt,Estrela,20,5.0,10,4.0,162.0
13063100,72365799,Entire home/apt,Estrela,31,4.5,2,1.0,59.0
13063207,67693269,Private room,Santa Maria Maior,46,5.0,2,1.0,23.0
13064362,29344724,Entire home/apt,Santo António,4,4.5,8,3.0,173.0
13069128,67497920,Entire home/apt,Santo António,3,5.0,2,1.0,93.0
13069985,72442538,Entire home/apt,Santa Maria Maior,51,4.5,4,1.0,96.0
13070401,36511670,Entire home/apt,Areeiro,4,4.5,8,5.0,138.0
13071267,46936131,Entire home/apt,Santa Maria Maior,17,4.5,3,1.0,58.0
13072479,9330931,Private room,Arroios,4,4.0,1,1.0,30.0
13073450,46936131,Entire home/apt,Santa Maria Maior,63,5.0,3,1.0,58.0
13074192,2010790,Entire home/apt,Misericórdia,4,3.0,4,1.0,75.0
13075085,9338843,Entire home/apt,Santo António,0,0.0,6,2.0,68.0
13076986,17363266,Entire home/apt,Misericórdia,6,5.0,6,3.0,242.0
13078038,8140598,Entire home/apt,Estrela,8,4.0,4,2.0,114.0
13078189,72524317,Shared room,Ajuda,7,5.0,2,1.0,21.0
13078822,8046399,Entire home/apt,Santa Maria Maior,60,4.5,4,1.0,68.0
13079172,520870,Private room,São Vicente,7,4.5,1,1.0,39.0
13079262,2220920,Entire home/apt,São Vicente,16,4.5,4,2.0,58.0
13080328,72157598,Entire home/apt,Parque das Nações,2,0.0,4,1.0,52.0
13085524,18063509,Entire home/apt,São Vicente,52,4.5,4,1.0,29.0
13088958,22192546,Entire home/apt,Santo António,22,4.5,8,3.0,122.0
13091228,50681766,Entire home/apt,São Vicente,40,4.5,2,1.0,35.0
13092567,6851730,Entire home/apt,Misericórdia,1,0.0,2,1.0,91.0
13093290,63244098,Entire home/apt,Lumiar,31,5.0,5,2.0,65.0
13093479,47021724,Private room,Penha de França,40,4.5,2,1.0,25.0
13093808,72699023,Entire home/apt,Santa Maria Maior,33,4.0,2,0.0,57.0
13093937,6851730,Entire home/apt,Misericórdia,3,5.0,2,1.0,91.0
13094508,72706944,Entire home/apt,Estrela,5,4.0,6,2.0,87.0
13098814,6947679,Entire home/apt,Parque das Nações,6,5.0,4,2.0,115.0
13103285,676330,Entire home/apt,Misericórdia,12,5.0,6,2.0,69.0
13104878,25459703,Entire home/apt,Penha de França,44,5.0,4,2.0,61.0
13105408,64182706,Entire home/apt,Misericórdia,49,4.5,5,2.0,52.0
13106207,35060575,Entire home/apt,Misericórdia,4,4.5,2,1.0,40.0
13106766,16163619,Private room,São Domingos de Benfica,11,4.5,2,1.0,25.0
13107137,72852469,Private room,Marvila,41,5.0,1,1.0,13.0
13107987,72861853,Entire home/apt,Arroios,3,5.0,5,3.0,127.0
13108043,1237805,Private room,Arroios,23,4.5,2,1.0,40.0
13108286,72862444,Entire home/apt,Misericórdia,15,5.0,5,2.0,69.0
13108363,32765559,Entire home/apt,Santa Maria Maior,19,5.0,4,0.0,52.0
13109753,31507968,Private room,Penha de França,53,5.0,2,1.0,27.0
13111524,8026998,Entire home/apt,Estrela,6,4.5,5,2.0,93.0
13113019,62826541,Entire home/apt,São Vicente,38,5.0,2,0.0,87.0
13113660,72921888,Entire home/apt,Misericórdia,1,0.0,6,3.0,191.0
13113739,72922048,Entire home/apt,Santa Maria Maior,73,5.0,4,2.0,75.0
13114142,5588401,Entire home/apt,Santa Maria Maior,36,5.0,5,2.0,98.0
13114880,41743143,Private room,Arroios,2,0.0,3,1.0,20.0
13116032,72951043,Shared room,Arroios,1,0.0,8,1.0,10.0
13118765,10071536,Entire home/apt,Santa Clara,3,4.5,3,1.0,44.0
13120371,58331767,Private room,Belém,7,4.5,3,1.0,23.0
13120752,8361172,Entire home/apt,Santa Maria Maior,21,5.0,4,1.0,62.0
13120919,10487625,Entire home/apt,Misericórdia,19,5.0,6,2.0,69.0
13122290,6266705,Entire home/apt,Santo António,2,0.0,10,4.0,231.0
13122352,73022268,Entire home/apt,Arroios,38,5.0,4,2.0,69.0
13123511,1916202,Entire home/apt,São Vicente,15,4.5,2,1.0,40.0
13124587,48388302,Entire home/apt,Arroios,1,0.0,2,1.0,58.0
13125854,3989352,Entire home/apt,Arroios,12,5.0,2,1.0,29.0
13126703,73071038,Entire home/apt,Alcântara,5,5.0,5,2.0,75.0
13126948,73075086,Entire home/apt,Avenidas Novas,45,4.5,3,1.0,44.0
13127252,73077523,Entire home/apt,Beato,29,4.0,3,1.0,40.0
13127471,16106300,Entire home/apt,Alcântara,6,3.0,3,1.0,67.0
13127537,16106300,Entire home/apt,Misericórdia,6,4.0,4,0.0,78.0
13128173,73088694,Private room,Areeiro,3,5.0,2,1.0,40.0
13128200,73089849,Entire home/apt,Santo António,3,4.5,3,2.0,87.0
13129429,28388517,Entire home/apt,Penha de França,45,4.5,4,2.0,58.0
13129974,15580486,Entire home/apt,Misericórdia,65,5.0,5,2.0,74.0
13134143,73163236,Entire home/apt,Misericórdia,13,4.0,4,2.0,69.0
13135993,57539011,Private room,São Domingos de Benfica,6,4.5,1,1.0,23.0
13136914,10551079,Private room,São Vicente,15,4.5,2,1.0,32.0
13137736,73203988,Entire home/apt,Penha de França,41,4.5,5,3.0,93.0
13138361,41743143,Private room,Arroios,6,4.5,3,1.0,21.0
13138529,73214438,Entire home/apt,São Vicente,5,5.0,4,1.0,87.0
13140542,10104097,Entire home/apt,Arroios,10,4.5,6,2.0,115.0
13144383,6663841,Entire home/apt,Santa Maria Maior,27,4.5,2,0.0,52.0
13144609,22753783,Entire home/apt,Santa Maria Maior,21,4.0,2,1.0,40.0
13145906,70557666,Private room,Alvalade,178,5.0,2,1.0,19.0
13151917,25841048,Entire home/apt,Estrela,51,5.0,3,1.0,68.0
13153288,21980829,Entire home/apt,Santa Maria Maior,83,4.5,7,3.0,102.0
13154565,56581425,Entire home/apt,São Domingos de Benfica,4,5.0,3,1.0,57.0
13160645,60480334,Entire home/apt,Alcântara,24,4.5,5,2.0,56.0
13161216,73498107,Entire home/apt,Misericórdia,29,4.5,7,3.0,208.0
13161259,3133391,Entire home/apt,Arroios,13,4.0,2,0.0,57.0
13161289,2010790,Private room,Arroios,0,0.0,2,1.0,23.0
13161613,2010790,Private room,Arroios,2,0.0,2,1.0,23.0
13162819,73513307,Private room,Alvalade,0,0.0,3,1.0,29.0
13165105,47568935,Entire home/apt,Estrela,38,5.0,4,2.0,64.0
13165127,73533713,Entire home/apt,Penha de França,2,0.0,8,3.0,69.0
13165799,8693539,Entire home/apt,Parque das Nações,37,4.5,4,0.0,52.0
13166275,7665008,Entire home/apt,Avenidas Novas,7,4.5,8,4.0,104.0
13167088,8693539,Entire home/apt,Arroios,23,4.5,5,3.0,52.0
13168555,27998030,Private room,São Vicente,49,4.5,3,1.0,36.0
13171770,18158170,Entire home/apt,Santa Maria Maior,25,4.5,4,0.0,91.0
13171820,18158170,Entire home/apt,Santa Maria Maior,21,4.5,8,2.0,115.0
13171830,18158170,Entire home/apt,Santa Maria Maior,22,4.0,4,1.0,87.0
13173081,28561006,Entire home/apt,Santa Maria Maior,49,5.0,4,2.0,56.0
13179597,2010790,Private room,Arroios,2,0.0,2,1.0,29.0
13180695,34342493,Entire home/apt,Santa Maria Maior,51,5.0,2,1.0,40.0
13183400,55746040,Private room,Arroios,46,4.5,2,1.0,35.0
13183873,33147435,Private room,Areeiro,0,0.0,2,1.0,40.0
13184163,23417007,Private room,Santa Maria Maior,0,0.0,2,1.0,32.0
13184319,24485176,Entire home/apt,Santa Maria Maior,13,4.5,2,0.0,36.0
13184619,9449752,Entire home/apt,Estrela,0,0.0,3,0.0,69.0
13185504,24485176,Entire home/apt,Santa Maria Maior,14,3.5,4,1.0,41.0
13185683,7319425,Entire home/apt,Misericórdia,30,4.5,5,2.0,75.0
13186254,73773039,Entire home/apt,Estrela,0,0.0,3,0.0,69.0
13188488,8046399,Entire home/apt,Misericórdia,65,4.5,4,1.0,57.0
13190640,73826302,Shared room,Arroios,51,4.5,6,1.0,13.0
13196357,48045283,Entire home/apt,Estrela,49,4.5,3,0.0,52.0
13196807,3498908,Entire home/apt,Misericórdia,34,4.5,6,2.0,58.0
13199102,48742979,Entire home/apt,Arroios,40,4.5,3,1.0,64.0
13201178,73826302,Private room,Arroios,0,0.0,2,1.0,23.0
13201517,73826302,Private room,Arroios,38,4.5,2,1.0,29.0
13204419,73972816,Entire home/apt,São Vicente,0,0.0,6,3.0,133.0
13204462,73977961,Entire home/apt,Santa Maria Maior,68,5.0,2,1.0,42.0
13206888,32765559,Entire home/apt,Arroios,20,4.5,4,0.0,52.0
13207182,74015350,Entire home/apt,Lumiar,1,0.0,4,1.0,87.0
13207309,74016065,Entire home/apt,São Vicente,28,5.0,6,3.0,87.0
13212825,48067566,Private room,Olivais,140,4.5,2,1.0,31.0
13213083,7867704,Entire home/apt,Arroios,79,4.5,6,3.0,58.0
13214224,74099505,Entire home/apt,Carnide,0,0.0,5,3.0,138.0
13215336,9151985,Entire home/apt,Santo António,55,5.0,2,1.0,87.0
13216252,74118674,Entire home/apt,Avenidas Novas,9,5.0,6,3.0,634.0
13217678,3865702,Private room,Penha de França,0,0.0,2,1.0,58.0
13217834,74136562,Entire home/apt,Misericórdia,39,4.5,5,2.0,104.0
13219674,73826302,Shared room,Arroios,17,4.5,4,1.0,13.0
13220202,73826302,Shared room,Arroios,22,4.5,3,1.0,13.0
13220533,73826302,Private room,Arroios,15,4.5,2,1.0,29.0
13220978,74171605,Entire home/apt,Arroios,61,5.0,8,4.0,87.0
13221301,482784,Private room,Santo António,26,5.0,2,1.0,40.0
13221469,15351963,Entire home/apt,Misericórdia,54,4.5,5,2.0,58.0
13221866,73826302,Private room,Arroios,0,0.0,2,1.0,23.0
13223471,74202628,Entire home/apt,Penha de França,38,5.0,6,2.0,58.0
13228679,48329930,Private room,Santo António,2,0.0,2,1.0,35.0
13229138,68076746,Entire home/apt,Arroios,8,5.0,5,3.0,48.0
13229310,46788850,Private room,Lumiar,4,4.5,1,1.0,21.0
13230933,24354251,Entire home/apt,Santa Maria Maior,82,4.5,4,2.0,102.0
13231767,1379661,Shared room,Santa Maria Maior,32,4.5,6,1.0,42.0
13232016,48783438,Entire home/apt,Santa Maria Maior,28,5.0,2,1.0,47.0
13232582,32194684,Private room,Arroios,9,4.5,2,1.0,28.0
13236855,2681397,Entire home/apt,Santa Maria Maior,61,4.5,16,5.0,288.0
13237998,52570650,Entire home/apt,Santo António,1,0.0,5,3.0,173.0
13242635,74419148,Entire home/apt,Olivais,9,5.0,4,1.0,69.0
13245100,897614,Entire home/apt,Misericórdia,1,0.0,9,4.0,253.0
13245390,2681397,Entire home/apt,Santa Maria Maior,45,4.5,14,4.0,242.0
13245875,58755802,Entire home/apt,Santo António,33,5.0,2,1.0,122.0
13247678,26378382,Entire home/apt,Misericórdia,57,5.0,6,2.0,144.0
13247960,74482127,Entire home/apt,Santa Maria Maior,7,4.5,8,4.0,102.0
13248518,74488854,Entire home/apt,Misericórdia,18,4.5,3,1.0,48.0
13249507,74481581,Entire home/apt,Santo António,26,4.5,4,1.0,57.0
13249742,8490750,Entire home/apt,Campo de Ourique,67,5.0,2,0.0,52.0
13253295,66344332,Private room,Santo António,3,3.0,2,1.0,29.0
13254199,39965292,Private room,Santa Maria Maior,2,0.0,2,1.0,40.0
13257736,40142803,Entire home/apt,Santa Maria Maior,25,4.0,5,2.0,81.0
13259709,74632647,Entire home/apt,São Vicente,74,4.5,6,2.0,54.0
13260432,66950965,Private room,Campo de Ourique,1,0.0,2,1.0,29.0
13261049,66950965,Private room,Estrela,10,4.5,2,1.0,29.0
13261542,750300,Private room,Avenidas Novas,17,5.0,2,1.0,39.0
13261725,15916831,Entire home/apt,Parque das Nações,10,5.0,8,4.0,208.0
13261863,55672634,Entire home/apt,Santa Maria Maior,29,5.0,6,2.0,77.0
13262356,31595533,Entire home/apt,Misericórdia,49,5.0,4,1.0,58.0
13263455,74676610,Entire home/apt,São Vicente,35,5.0,4,1.0,64.0
13263503,74677397,Entire home/apt,Santa Maria Maior,40,5.0,4,1.0,93.0
13264021,57444825,Private room,Misericórdia,22,5.0,2,1.0,64.0
13264280,36063488,Private room,Avenidas Novas,4,5.0,2,1.0,42.0
13268636,743167,Entire home/apt,Santa Maria Maior,1,0.0,8,4.0,262.0
13269269,2372087,Entire home/apt,Arroios,0,0.0,8,3.0,127.0
13272862,61572652,Entire home/apt,Santo António,3,5.0,8,3.0,138.0
13273117,14629738,Private room,Avenidas Novas,1,0.0,2,1.0,23.0
13273746,74771129,Private room,Santa Maria Maior,1,0.0,4,1.0,114.0
13274057,74771129,Private room,Santa Maria Maior,6,4.5,4,1.0,52.0
13274809,11707167,Entire home/apt,Arroios,0,0.0,2,1.0,45.0
13275397,1208572,Entire home/apt,Arroios,24,4.5,3,1.0,57.0
13277069,24754314,Entire home/apt,Parque das Nações,2,0.0,6,2.0,138.0
13277967,74841738,Entire home/apt,Arroios,5,4.5,5,3.0,85.0
13279563,24754314,Entire home/apt,Parque das Nações,5,5.0,7,3.0,133.0
13279965,31203496,Private room,Olivais,34,4.5,4,1.0,38.0
13280031,16869217,Private room,Santa Maria Maior,64,5.0,1,1.0,21.0
13281245,3923949,Entire home/apt,Misericórdia,21,5.0,9,4.0,173.0
13287656,8911887,Entire home/apt,Estrela,22,4.5,6,3.0,194.0
13288984,62768614,Entire home/apt,Santa Maria Maior,0,0.0,4,1.0,98.0
13290578,74991309,Entire home/apt,Carnide,6,4.0,6,2.0,104.0
13292214,73977961,Entire home/apt,Santa Maria Maior,72,5.0,2,1.0,42.0
13292294,75007598,Entire home/apt,Campo de Ourique,1,0.0,5,2.0,69.0
13293222,51535314,Entire home/apt,Santa Maria Maior,5,4.5,2,1.0,69.0
13295492,64327098,Entire home/apt,Campo de Ourique,32,4.5,3,1.0,64.0
13295838,75052702,Entire home/apt,Misericórdia,49,4.0,2,0.0,68.0
13296272,43133500,Private room,Campolide,42,4.5,2,1.0,23.0
13297507,5471155,Entire home/apt,Arroios,6,4.5,6,2.0,184.0
13297982,62992017,Entire home/apt,Alcântara,1,0.0,4,1.0,80.0
13298050,75077468,Private room,Santa Maria Maior,15,5.0,2,1.0,27.0
13298446,51535314,Entire home/apt,Misericórdia,7,5.0,4,1.0,64.0
13299134,47054243,Entire home/apt,Misericórdia,34,4.5,4,2.0,52.0
13305919,6452647,Entire home/apt,São Vicente,41,5.0,2,1.0,83.0
13306895,33147435,Private room,Areeiro,2,0.0,2,1.0,41.0
13307102,1023555,Entire home/apt,Misericórdia,2,0.0,2,1.0,109.0
13307141,75179256,Entire home/apt,Santa Maria Maior,15,4.0,4,2.0,69.0
13307915,22426517,Entire home/apt,Santa Maria Maior,5,4.0,6,3.0,144.0
13308219,8911887,Entire home/apt,Estrela,2,0.0,4,1.0,66.0
13308446,1023555,Entire home/apt,Misericórdia,1,0.0,2,1.0,87.0
13308563,1023555,Entire home/apt,Misericórdia,0,0.0,2,1.0,87.0
13308658,1023555,Entire home/apt,Misericórdia,1,0.0,2,1.0,87.0
13308758,1023555,Entire home/apt,Misericórdia,1,0.0,2,0.0,87.0
13312765,11261303,Entire home/apt,Arroios,4,4.5,6,2.0,61.0
13313856,23124833,Private room,Penha de França,1,0.0,2,1.0,22.0
13314538,75257033,Entire home/apt,Campolide,4,5.0,6,2.0,40.0
13315069,33147435,Private room,Areeiro,0,0.0,2,1.0,40.0
13315505,33147435,Private room,Areeiro,1,0.0,1,1.0,35.0
13315683,67452133,Shared room,Arroios,0,0.0,5,1.0,92.0
13323110,27998030,Private room,Arroios,50,4.5,2,1.0,32.0
13325238,75381278,Entire home/apt,Santa Maria Maior,19,5.0,4,1.0,80.0
13325590,56601880,Entire home/apt,Arroios,36,5.0,3,1.0,69.0
13325770,75381278,Entire home/apt,Santa Maria Maior,21,4.5,4,1.0,98.0
13326998,38949709,Entire home/apt,Misericórdia,33,5.0,3,1.0,58.0
13331753,75455750,Entire home/apt,Estrela,38,5.0,4,0.0,69.0
13331812,75453222,Entire home/apt,Carnide,4,4.5,2,1.0,58.0
13331998,1593947,Entire home/apt,Santo António,7,4.5,12,4.0,202.0
13332133,17071093,Entire home/apt,Santo António,34,5.0,8,2.0,133.0
13332603,67872027,Entire home/apt,Alvalade,33,5.0,4,1.0,48.0
13336269,75518755,Entire home/apt,Santa Maria Maior,46,5.0,5,2.0,80.0
13337121,75524156,Entire home/apt,Beato,10,4.5,4,2.0,62.0
13338372,75538228,Entire home/apt,Estrela,0,0.0,6,3.0,1500.0
13338815,75542786,Entire home/apt,Alcântara,5,4.5,2,1.0,64.0
13339986,55964574,Entire home/apt,Santa Maria Maior,33,5.0,4,1.0,52.0
13340005,70404558,Entire home/apt,Belém,11,5.0,2,0.0,46.0
13340073,61287785,Entire home/apt,Lumiar,0,0.0,6,2.0,288.0
13341288,8657639,Entire home/apt,Santa Maria Maior,3,4.5,6,3.0,93.0
13342103,3518523,Entire home/apt,Santa Maria Maior,52,4.5,4,1.0,10.0
13342278,962755,Entire home/apt,Areeiro,25,4.5,5,3.0,64.0
13342323,56201244,Entire home/apt,Misericórdia,43,5.0,4,2.0,138.0
13342682,31265397,Entire home/apt,Santa Maria Maior,34,4.0,2,1.0,80.0
13344669,74771129,Private room,Santa Maria Maior,2,0.0,4,1.0,64.0
13346506,22213534,Entire home/apt,Estrela,18,4.5,3,1.0,46.0
13346850,2058070,Private room,Misericórdia,28,4.5,4,1.0,45.0
13347187,8046399,Entire home/apt,Santa Maria Maior,53,4.5,4,1.0,68.0
13347408,3168004,Entire home/apt,Santa Maria Maior,1,0.0,7,4.0,115.0
