pct_alcohol,cloruros,acido_citrico,densidad,acidez_fija,dioxido_azufre_libre,PH,puntuacion,azucar_residual,sulfitos,dioxido_azufre_total,vino_blanco,vino_tinto,acidez_volatil
10.2,0.047,0.25,0.9933,6.4,20.0,3.61,6,1.3,0.54,77.0,1,0,0.16
10.3,0.046,0.22,0.9930700000000001,6.3,18.0,3.61,6,1.3,0.55,66.0,1,0,0.16
9.5,0.049,0.26,0.9990700000000001,7.4,67.0,3.06,5,15.6,0.68,210.0,1,0,0.33
9.5,0.049,0.26,0.9990700000000001,7.4,67.0,3.06,5,15.6,0.68,210.0,1,0,0.33
9.5,0.049,0.26,0.9990700000000001,7.4,67.0,3.06,5,15.6,0.68,210.0,1,0,0.33
9.5,0.049,0.26,0.9990700000000001,7.4,67.0,3.06,5,15.6,0.68,210.0,1,0,0.33
9.4,0.158,0.24,0.99471,6.6,47.0,3.17,5,4.9,0.49,144.0,1,0,0.41
9.4,0.157,0.23,0.99471,6.7,49.0,3.17,5,5.0,0.49,145.0,1,0,0.43
9.5,0.049,0.26,0.9990700000000001,7.4,67.0,3.06,5,15.6,0.68,210.0,1,0,0.33
12.6,0.037000000000000005,0.28,0.9914799999999999,7.3,26.0,3.16,7,6.5,0.58,97.0,1,0,0.4
10.5,0.047,0.24,0.9938299999999999,7.4,21.0,3.52,7,1.4,0.64,106.0,1,0,0.18
10.8,0.047,0.28,0.99365,8.6,38.0,3.1,6,2.7,0.56,150.0,1,0,0.17
9.9,0.054000000000000006,0.23,0.99272,6.5,39.0,3.18,6,1.2,0.46,208.0,1,0,0.32
12.6,0.037000000000000005,0.28,0.9914799999999999,7.3,26.0,3.16,7,6.5,0.58,97.0,1,0,0.4
12.2,0.031,0.31,0.99235,7.0,38.0,3.38,7,6.4,0.58,115.0,1,0,0.32
10.0,0.040999999999999995,0.19,0.99508,7.5,62.0,3.23,6,6.9,0.37,150.0,1,0,0.42
10.6,0.04,0.31,0.9946,6.9,47.0,3.29,7,7.2,0.57,168.0,1,0,0.28
9.5,0.042,0.42,0.99674,6.5,66.0,3.24,6,10.6,0.53,202.0,1,0,0.29
12.8,0.027000000000000003,0.18,0.99018,6.3,23.0,3.34,8,3.5,0.54,109.0,1,0,0.41
12.2,0.031,0.31,0.99235,7.0,38.0,3.38,7,6.4,0.58,115.0,1,0,0.32
12.6,0.043,0.33,0.9908399999999999,7.3,28.0,3.34,7,2.3,0.44,125.0,1,0,0.3
9.4,0.057999999999999996,0.28,0.99856,6.6,25.0,3.45,5,12.05,0.45,125.0,1,0,0.22
9.0,0.055,0.18,0.9959100000000001,6.0,50.0,3.21,5,7.0,0.43,194.0,1,0,0.26
9.1,0.051,0.18,0.9975,6.9,26.0,3.23,5,11.8,0.48,126.0,1,0,0.44
9.4,0.06,0.2,0.9944,7.5,15.0,3.06,6,1.4,0.4,168.0,1,0,0.42
12.2,0.04,0.3,0.9917299999999999,7.0,40.0,3.33,7,5.0,0.42,143.0,1,0,0.36
10.0,0.049,0.2,0.9937799999999999,5.6,18.0,3.21,5,2.2,0.68,134.0,1,0,0.295
9.2,0.053,0.55,0.99805,6.8,34.0,2.93,5,14.6,0.44,159.0,1,0,0.21
9.3,0.045,0.3,0.99534,9.4,36.0,3.11,5,1.6,0.49,139.0,1,0,0.28
9.8,0.035,0.34,0.9923200000000001,8.1,11.0,3.14,6,1.3,0.5,126.0,1,0,0.28
9.2,0.053,0.55,0.99805,6.8,34.0,2.93,5,14.6,0.44,159.0,1,0,0.21
12.0,0.036000000000000004,0.26,0.9907799999999999,7.0,44.0,3.34,7,2.8,0.41,132.0,1,0,0.22
9.3,0.045,0.3,0.99534,9.4,36.0,3.11,5,1.6,0.49,139.0,1,0,0.28
12.6,0.028999999999999998,0.3,0.99061,6.8,15.0,3.33,7,3.3,0.63,80.0,1,0,0.32
12.2,0.032,0.33,0.99182,7.0,42.0,3.31,6,6.3,0.38,127.0,1,0,0.19
11.0,0.061,0.38,0.9966,7.7,49.0,3.4,6,8.1,0.58,144.0,1,0,0.42
12.0,0.038,0.31,0.9912,7.4,34.0,3.25,7,1.6,0.39,116.0,1,0,0.2
8.8,0.045,0.62,0.99779,7.5,51.0,3.16,5,10.6,0.44,153.0,1,0,0.24
8.9,0.046,0.59,0.9981399999999999,7.5,58.0,3.17,4,11.8,0.46,164.0,1,0,0.26
12.7,0.035,0.32,0.9909600000000001,6.6,39.0,3.59,7,1.7,0.48,84.0,1,0,0.4
11.8,0.037000000000000005,0.3,0.99379,8.0,42.0,3.1,6,8.1,0.67,130.0,1,0,0.2
10.2,0.053,0.0,0.99426,4.6,11.0,3.79,5,1.4,0.55,178.0,1,0,0.445
9.9,0.036000000000000004,0.04,0.9922799999999999,6.1,23.0,3.24,6,1.3,0.61,121.0,1,0,0.41
11.1,0.040999999999999995,0.34,0.99335,7.6,42.0,3.35,6,1.8,0.66,148.0,1,0,0.2
9.4,0.045,0.21,0.99595,6.9,54.0,3.22,5,7.2,0.48,190.0,1,0,0.3
9.7,0.049,0.17,0.99297,7.0,7.0,3.13,6,1.1,0.36,119.0,1,0,0.35
9.7,0.038,0.55,0.99687,6.9,22.0,3.11,5,11.95,0.29,111.0,1,0,0.35
9.7,0.049,0.17,0.99297,7.0,7.0,3.13,6,1.1,0.36,119.0,1,0,0.35
9.7,0.038,0.55,0.99687,6.9,22.0,3.11,5,11.95,0.29,111.0,1,0,0.35
9.8,0.054000000000000006,0.4,0.99445,7.6,29.0,3.19,5,2.2,0.53,175.0,1,0,0.3
9.3,0.05,0.29,0.9986,7.5,25.0,3.25,6,12.7,0.59,209.0,1,0,0.38
10.5,0.032,0.32,0.99154,7.5,31.0,2.95,5,1.4,0.42,161.0,1,0,0.3
9.3,0.049,0.32,0.9981,6.3,38.0,3.47,6,10.6,0.59,209.0,1,0,0.4
12.6,0.024,0.28,0.98993,6.8,64.0,3.45,8,1.9,0.6,106.0,1,0,0.37
8.9,0.057999999999999996,0.35,1.00241,7.5,128.0,3.44,5,17.8,0.43,212.0,1,0,0.23
10.3,0.048,0.34,0.99716,8.3,50.0,3.18,5,10.2,0.51,118.0,1,0,0.27
10.6,0.040999999999999995,0.22,0.9943700000000001,6.8,110.0,3.29,5,4.8,0.67,198.0,1,0,0.26
9.0,0.067,0.35,0.9972,6.5,61.0,3.15,4,9.8,0.57,180.0,1,0,0.28
9.7,0.051,0.3,0.99756,7.2,40.0,3.48,5,8.4,0.62,167.0,1,0,0.34
9.5,0.040999999999999995,0.26,0.9950899999999999,7.0,21.0,3.22,6,7.2,0.55,90.0,1,0,0.23
10.3,0.06,0.29,0.99572,7.7,27.0,3.49,6,4.8,0.59,156.0,1,0,0.29
9.7,0.051,0.3,0.99756,7.2,40.0,3.48,5,8.4,0.62,167.0,1,0,0.34
12.3,0.034,0.27,0.99175,7.7,27.0,3.21,8,4.5,0.59,95.0,1,0,0.4
10.5,0.032,0.27,0.99254,6.7,39.0,3.4,5,1.4,0.52,149.0,1,0,0.17
9.5,0.040999999999999995,0.26,0.9950899999999999,7.0,21.0,3.22,6,7.2,0.55,90.0,1,0,0.23
10.0,0.043,0.26,0.9967600000000001,8.1,41.0,3.11,6,11.0,0.49,211.0,1,0,0.24
8.8,0.039,0.63,0.9979,7.7,58.0,3.08,4,11.1,0.44,179.0,1,0,0.28
10.9,0.031,0.29,0.9919399999999999,7.5,24.0,3.0,6,2.6,0.54,98.0,1,0,0.23
12.2,0.028999999999999998,0.31,0.99077,8.3,14.0,2.95,6,2.0,0.77,141.0,1,0,0.26
9.5,0.168,0.4,0.99782,7.9,19.0,3.06,5,10.1,0.62,184.0,1,0,0.46
10.0,0.048,0.22,0.9994200000000001,7.9,46.0,3.47,5,13.3,0.59,212.0,1,0,0.31
9.6,0.04,0.34,0.99708,7.9,53.0,3.11,6,11.4,0.57,202.0,1,0,0.25
8.7,0.06,0.16,0.9935299999999999,6.1,36.0,3.13,6,1.3,0.46,126.0,1,0,0.28
10.7,0.044000000000000004,0.26,0.99256,7.0,46.0,3.39,7,1.4,0.48,89.0,1,0,0.18
11.1,0.046,0.28,0.9919899999999999,6.5,26.0,3.43,6,1.4,0.48,66.0,1,0,0.21
12.5,0.024,0.33,0.9918,7.6,14.0,3.25,7,7.0,0.45,130.0,1,0,0.48
10.4,0.051,0.32,0.99354,7.1,29.0,3.3,6,2.0,0.5,130.0,1,0,0.34
11.5,0.027999999999999997,0.37,0.99244,8.9,20.0,3.2,5,1.2,0.37,93.0,1,0,0.21
9.4,0.04,0.27,0.99831,7.4,60.0,3.05,5,12.9,0.66,221.0,1,0,0.32
9.3,0.157,0.27,0.9939600000000001,6.0,17.0,3.03,5,5.0,0.36,129.0,1,0,0.495
10.1,0.05,0.34,0.99724,8.1,30.0,3.17,6,10.1,0.49,121.0,1,0,0.25
9.7,0.05,0.46,0.99524,8.2,14.0,3.28,5,3.75,0.58,102.0,1,0,0.25
10.5,0.035,0.29,0.9927,6.5,39.0,3.49,6,1.7,0.5,144.0,1,0,0.18
9.7,0.053,0.26,0.99802,6.7,44.0,3.42,5,12.6,0.42,182.0,1,0,0.24
9.2,0.06,0.24,0.9951200000000001,6.6,42.5,3.59,5,1.3,0.51,204.0,1,0,0.32
9.8,0.092,0.35,0.9943799999999999,7.6,24.0,3.19,5,1.6,0.44,138.0,1,0,0.32
9.0,0.05,0.44,0.99679,7.4,40.0,3.12,5,7.6,0.52,227.0,1,0,0.33
9.1,0.05,0.3,0.9965200000000001,7.2,40.0,3.15,6,8.1,0.49,188.0,1,0,0.3
10.4,0.037000000000000005,0.3,0.99698,7.4,70.0,3.25,6,14.9,0.37,169.0,1,0,0.34
10.7,0.03,0.29,0.99474,6.1,29.0,3.68,6,6.0,0.46,144.0,1,0,0.16
10.5,0.039,0.24,0.99511,6.3,25.0,3.59,7,6.0,0.49,107.0,1,0,0.1
9.2,0.099,0.73,0.99582,6.2,47.0,3.21,5,7.2,0.43,202.0,1,0,0.45
11.5,0.036000000000000004,0.18,0.99125,6.0,5.0,3.28,4,3.0,0.4,85.0,1,0,0.33
10.4,0.034,0.37,0.99256,7.6,5.0,3.05,3,1.2,0.54,57.0,1,0,0.48
12.0,0.039,0.3,0.9911,7.2,43.0,3.3,6,2.0,0.41,188.0,1,0,0.2
12.2,0.036000000000000004,0.29,0.9916799999999999,7.0,41.0,3.38,6,4.9,0.43,150.0,1,0,0.32
12.0,0.039,0.3,0.9911,7.2,43.0,3.3,6,2.0,0.41,188.0,1,0,0.2
9.8,0.05,0.29,0.99556,7.0,24.0,3.29,6,8.9,0.46,90.0,1,0,0.22
9.3,0.063,0.56,1.00098,9.4,52.5,3.1,5,16.45,0.51,282.0,1,0,0.23
9.6,0.084,0.19,0.99516,6.4,21.0,3.49,4,2.0,0.63,191.0,1,0,0.27
9.5,0.085,0.19,0.99516,6.4,21.0,3.49,4,1.9,0.64,196.0,1,0,0.27
10.2,0.042,0.42,0.99518,7.0,37.0,3.5,6,5.1,0.59,144.0,1,0,0.23
10.4,0.028999999999999998,0.28,0.9934700000000001,6.9,14.0,3.24,8,4.4,0.46,107.0,1,0,0.15
11.0,0.025,0.29,0.9929,6.7,26.0,3.28,6,5.8,0.53,74.0,1,0,0.26
10.4,0.028999999999999998,0.28,0.9934700000000001,6.9,14.0,3.24,8,4.4,0.46,107.0,1,0,0.15
8.7,0.042,0.68,0.99841,7.6,56.0,3.05,5,12.9,0.41,160.0,1,0,0.2
9.9,0.053,0.29,0.9936200000000001,6.9,24.0,3.29,4,1.3,0.54,189.0,1,0,0.3
9.9,0.053,0.3,0.99361,6.9,24.0,3.29,4,1.3,0.54,186.0,1,0,0.3
11.3,0.040999999999999995,0.35,0.9914,7.6,7.0,3.06,4,1.2,0.45,106.0,1,0,0.21
12.0,0.042,0.26,0.9911399999999999,6.8,28.0,3.38,8,2.7,0.51,83.0,1,0,0.46
10.7,0.042,0.26,0.9925,7.0,34.0,3.43,8,1.7,0.5,130.0,1,0,0.28
10.1,0.043,0.29,0.9945299999999999,6.5,32.0,3.13,6,8.2,0.7,156.0,1,0,0.24
9.6,0.091,0.34,0.9938,6.4,42.0,3.25,7,1.5,0.49,135.0,1,0,0.17
9.6,0.09300000000000001,0.34,0.9938,6.4,43.0,3.25,6,1.5,0.49,136.0,1,0,0.17
8.7,0.055999999999999994,0.55,0.9980600000000001,6.3,58.0,3.29,5,12.9,0.49,252.0,1,0,0.695
10.3,0.059000000000000004,0.29,0.9961,7.0,28.0,3.54,5,3.9,0.59,199.0,1,0,0.27
9.1,0.047,0.25,1.00016,8.4,25.0,2.98,5,17.75,0.66,218.0,1,0,0.3
11.8,0.037000000000000005,0.27,0.9916,6.5,13.0,3.17,6,4.9,0.41,101.0,1,0,0.19
11.9,0.024,0.39,0.99116,8.0,26.0,3.15,6,1.6,0.49,93.0,1,0,0.36
10.3,0.046,0.24,0.99319,6.1,17.0,3.66,6,1.4,0.57,77.0,1,0,0.16
10.0,0.047,0.42,0.9951700000000001,9.2,16.0,3.09,4,2.0,0.66,104.0,1,0,0.19
10.2,0.044000000000000004,0.49,0.9951399999999999,9.2,18.0,3.1,4,2.0,0.53,107.0,1,0,0.16
10.0,0.038,0.28,0.99566,8.0,72.0,3.12,6,8.2,0.56,202.0,1,0,0.26
12.7,0.034,0.36,0.99166,8.8,19.0,2.96,6,2.1,0.98,125.0,1,0,0.33
9.6,0.046,0.46,0.99587,9.8,23.0,3.04,5,1.8,0.67,130.0,1,0,0.16
9.5,0.044000000000000004,0.18,0.9955799999999999,6.6,59.0,3.16,5,8.5,0.49,188.0,1,0,0.23
12.7,0.033,0.26,0.9911700000000001,7.9,23.0,3.17,6,4.45,0.52,100.0,1,0,0.44
11.0,0.036000000000000004,0.27,0.9939899999999999,7.6,23.0,3.34,6,5.8,0.54,109.0,1,0,0.31
9.1,0.044000000000000004,0.1,0.99741,7.5,44.0,3.1,5,13.0,0.5,214.0,1,0,0.705
10.2,0.034,0.28,0.99405,7.1,23.0,3.35,4,2.7,0.64,111.0,1,0,0.21
10.1,0.047,0.26,0.9962200000000001,7.0,30.0,3.38,6,7.3,0.58,220.0,1,0,0.16
9.2,0.045,0.25,1.00051,8.0,50.0,3.05,6,19.1,0.5,208.0,1,0,0.27
9.4,0.08,0.17,0.99803,6.3,50.0,3.47,4,8.8,0.66,212.0,1,0,0.38
10.2,0.034,0.28,0.99405,7.1,23.0,3.35,4,2.7,0.64,111.0,1,0,0.21
9.2,0.095,0.18,0.9977299999999999,6.2,28.0,3.53,4,7.4,0.71,195.0,1,0,0.38
10.0,0.05,0.3,0.99397,8.2,23.0,2.98,5,2.3,0.5,106.0,1,0,0.24
10.1,0.047,0.26,0.9962200000000001,7.0,30.0,3.38,6,6.85,0.58,220.0,1,0,0.16
9.0,0.044000000000000004,0.09,0.99713,7.3,45.0,3.15,5,11.4,0.46,204.0,1,0,0.815
9.5,0.032,0.16,0.99274,6.3,25.0,3.16,5,0.9,0.42,98.0,1,0,0.41
9.1,0.07,0.41,1.00118,6.1,67.0,3.39,5,19.35,0.53,207.0,1,0,0.36
13.3,0.031,0.32,0.9917600000000001,8.1,23.0,3.05,7,7.9,0.46,118.0,1,0,0.4
9.5,0.045,0.43,0.9969,6.8,53.0,3.26,5,11.75,0.55,198.0,1,0,0.26
9.2,0.096,0.18,0.99771,6.2,28.0,3.56,5,7.7,0.72,210.0,1,0,0.44
10.1,0.036000000000000004,0.29,0.99411,7.2,17.0,3.36,6,3.0,0.68,117.0,1,0,0.24
9.2,0.096,0.18,0.99771,6.2,28.0,3.56,5,7.7,0.72,210.0,1,0,0.44
10.1,0.036000000000000004,0.29,0.99411,7.2,17.0,3.36,6,3.0,0.68,117.0,1,0,0.24
11.2,0.04,0.26,0.9919399999999999,7.3,32.0,3.27,6,1.5,0.48,172.0,1,0,0.22
9.8,0.04,0.28,0.9955799999999999,8.1,70.0,3.14,6,7.5,0.55,230.0,1,0,0.34
11.2,0.04,0.26,0.9919399999999999,7.3,32.0,3.27,6,1.5,0.48,172.0,1,0,0.22
9.8,0.04,0.28,0.9955799999999999,8.1,70.0,3.14,6,7.5,0.55,230.0,1,0,0.34
9.4,0.042,0.17,0.99577,6.4,61.0,3.22,5,8.3,0.46,195.0,1,0,0.28
9.0,0.045,0.14,0.99564,6.3,50.0,3.23,5,7.05,0.42,177.0,1,0,0.29
9.4,0.044000000000000004,0.17,0.9957799999999999,6.4,60.0,3.21,5,8.4,0.47,198.0,1,0,0.27
8.9,0.054000000000000006,0.2,0.9988799999999999,7.4,63.0,3.11,6,13.9,0.5,229.0,1,0,0.35
9.1,0.045,0.27,1.00014,8.3,48.0,3.02,6,17.5,0.56,253.0,1,0,0.28
9.8,0.034,0.35,0.99441,6.4,9.0,3.17,4,5.6,0.5,148.0,1,0,0.35
9.4,0.055999999999999994,0.28,0.9959399999999999,6.9,29.0,3.17,5,9.4,0.43,183.0,1,0,0.43
10.0,0.05,0.28,0.9943700000000001,8.0,34.0,3.13,6,4.8,0.5,150.0,1,0,0.26
9.4,0.055999999999999994,0.28,0.9959399999999999,6.9,29.0,3.17,5,9.4,0.43,183.0,1,0,0.43
9.9,0.042,0.37,0.9979,7.3,36.0,3.48,6,9.7,0.75,130.0,1,0,0.27
10.0,0.147,0.26,0.99434,6.8,49.0,3.14,5,6.3,0.47,159.0,1,0,0.46
11.5,0.027999999999999997,0.28,0.99203,7.2,13.0,3.17,6,1.6,1.06,168.0,1,0,0.2
9.2,0.063,0.32,0.998,7.6,32.0,3.0,5,14.6,0.45,201.0,1,0,0.285
10.0,0.052000000000000005,0.33,0.99316,6.6,40.0,3.15,5,2.5,0.6,219.5,1,0,0.32
9.2,0.063,0.32,0.998,7.6,32.0,3.0,5,14.6,0.45,201.0,1,0,0.285
10.0,0.051,0.34,0.9931399999999999,6.6,40.5,3.15,5,2.6,0.61,210.0,1,0,0.34
10.0,0.052000000000000005,0.33,0.99316,6.6,40.0,3.15,5,2.5,0.6,210.0,1,0,0.32
9.8,0.042,0.26,0.9961200000000001,6.5,21.0,3.43,6,8.2,0.64,133.0,1,0,0.27
10.5,0.04,0.27,0.99295,6.6,19.0,3.36,6,1.5,0.62,114.0,1,0,0.26
10.6,0.043,0.26,0.9939399999999999,6.7,61.0,3.45,6,2.3,0.63,181.0,1,0,0.27
9.4,0.037000000000000005,0.15,0.9964200000000001,6.6,38.0,3.28,5,10.0,0.52,157.0,1,0,0.56
9.4,0.037000000000000005,0.15,0.9964200000000001,6.6,38.0,3.28,5,10.0,0.52,157.0,1,0,0.56
11.0,0.027000000000000003,0.27,0.9924799999999999,7.3,35.0,3.38,7,1.6,0.54,136.0,1,0,0.19
10.8,0.027000000000000003,0.26,0.9926799999999999,6.3,36.0,3.53,6,1.6,0.56,141.0,1,0,0.2
9.0,0.036000000000000004,0.3,0.99954,7.1,58.0,3.3,5,16.0,0.67,201.0,1,0,0.29
9.6,0.031,0.33,0.99692,7.8,47.0,3.07,6,10.4,0.58,194.0,1,0,0.32
10.6,0.037000000000000005,0.36,0.99592,8.1,36.0,3.19,6,7.4,0.54,156.0,1,0,0.33
10.6,0.037000000000000005,0.36,0.99592,8.1,36.0,3.19,6,7.4,0.54,156.0,1,0,0.33
9.6,0.031,0.33,0.99692,7.8,47.0,3.07,6,10.4,0.58,194.0,1,0,0.32
9.2,0.045,0.24,0.9982200000000001,6.6,31.0,3.08,5,16.05,0.52,147.0,1,0,0.33
9.2,0.045,0.24,0.9982200000000001,6.6,31.0,3.08,5,16.05,0.52,147.0,1,0,0.33
9.5,0.053,0.33,0.9940200000000001,8.2,11.0,2.89,5,2.6,0.49,71.0,1,0,0.26
9.5,0.053,0.33,0.9940399999999999,8.3,12.0,2.89,5,2.5,0.48,72.0,1,0,0.25
10.3,0.039,0.26,0.99787,7.0,37.0,3.47,7,10.8,0.58,184.0,1,0,0.26
8.8,0.053,0.15,0.9934700000000001,6.0,35.0,3.08,5,1.2,0.46,124.0,1,0,0.26
8.7,0.040999999999999995,0.78,0.9983799999999999,7.5,53.0,2.98,5,12.1,0.44,161.0,1,0,0.28
8.7,0.04,0.79,0.99839,7.5,51.0,2.98,5,11.95,0.44,159.0,1,0,0.27
10.2,0.038,0.32,0.99375,7.0,27.0,3.2,6,1.7,0.62,128.0,1,0,0.28
10.1,0.028999999999999998,0.34,0.99155,5.2,26.0,3.25,6,0.8,0.51,77.0,1,0,0.16
9.5,0.049,0.1,0.9936,6.8,29.0,3.21,5,1.4,0.41,118.0,1,0,0.34
9.5,0.055999999999999994,0.34,0.99434,7.6,34.0,3.1,5,1.3,0.51,176.0,1,0,0.25
11.6,0.022000000000000002,0.4,0.9922,5.6,23.0,3.54,7,6.3,0.5,174.0,1,0,0.35
10.7,0.032,0.23,0.99571,8.8,12.0,3.13,6,10.3,0.4,97.0,1,0,0.24
10.1,0.043,0.21,0.9965799999999999,6.0,20.0,3.11,6,15.55,0.54,142.0,1,0,0.29
11.1,0.035,0.31,0.9907600000000001,6.1,17.0,3.32,7,1.5,0.44,83.0,1,0,0.27
9.8,0.071,0.09,0.9949600000000001,7.4,19.0,3.22,5,1.5,0.53,117.0,1,0,0.56
9.0,0.142,0.49,0.9937,6.8,52.0,3.08,6,1.4,0.49,148.0,1,0,0.29
11.1,0.035,0.31,0.9907600000000001,6.1,17.0,3.32,7,1.5,0.44,83.0,1,0,0.27
9.5,0.047,0.37,0.9954200000000001,6.3,58.0,3.19,6,7.9,0.48,215.0,1,0,0.27
9.4,0.052000000000000005,0.3,0.99825,6.6,18.0,3.37,6,13.0,0.49,143.0,1,0,0.24
10.2,0.049,0.3,0.9928899999999999,6.8,22.0,3.24,5,1.0,0.61,113.0,1,0,0.32
9.8,0.040999999999999995,0.37,0.9943200000000001,6.4,39.5,3.1,6,4.85,0.5,216.5,1,0,0.37
9.5,0.047,0.37,0.99523,6.2,54.0,3.19,6,7.1,0.48,201.0,1,0,0.26
9.5,0.047,0.37,0.9954200000000001,6.3,58.0,3.19,6,7.9,0.48,215.0,1,0,0.27
9.0,0.05,0.16,0.9959,6.4,55.0,3.17,5,7.5,0.49,191.0,1,0,0.3
10.1,0.045,0.32,0.9954299999999999,8.0,61.0,3.1,6,7.6,0.55,204.0,1,0,0.28
8.8,0.079,0.32,0.9966200000000001,6.7,37.0,3.02,5,10.3,0.45,122.0,1,0,0.24
11.9,0.034,0.27,0.9908799999999999,7.9,25.0,2.97,6,1.7,0.51,122.0,1,0,0.27
11.9,0.034,0.27,0.9908799999999999,7.9,25.0,2.97,6,1.7,0.51,122.0,1,0,0.27
9.3,0.07400000000000001,0.24,0.9992200000000001,6.1,32.0,3.19,6,19.95,0.44,174.0,1,0,0.28
10.0,0.036000000000000004,0.49,0.9966,7.7,11.0,3.33,6,7.7,0.76,110.0,1,0,0.39
9.5,0.075,0.24,0.99466,6.0,49.0,3.21,5,5.3,0.43,201.0,1,0,0.2
9.3,0.07400000000000001,0.24,0.9992200000000001,6.1,32.0,3.19,6,19.95,0.44,174.0,1,0,0.28
9.7,0.054000000000000006,0.23,0.99836,7.6,20.0,3.16,4,12.7,0.5,139.0,1,0,0.31
9.7,0.054000000000000006,0.23,0.99836,7.6,20.0,3.16,4,12.7,0.5,139.0,1,0,0.31
10.2,0.043,0.22,0.9923799999999999,6.3,45.0,3.19,5,1.5,0.48,155.0,1,0,0.18
10.8,0.031,0.25,0.99645,8.6,13.0,3.11,5,11.3,0.4,96.0,1,0,0.23
8.8,0.046,0.36,1.0,6.8,32.0,3.27,5,18.1,0.48,133.0,1,0,0.21
8.8,0.046,0.36,1.0,6.8,32.0,3.27,5,18.1,0.48,133.0,1,0,0.21
11.4,0.039,0.31,0.9937600000000001,6.9,37.0,3.32,6,7.0,0.49,175.0,1,0,0.26
8.8,0.046,0.36,1.0,6.8,32.0,3.27,5,18.1,0.48,133.0,1,0,0.21
9.8,0.039,0.4,0.99513,6.4,39.0,3.14,5,6.4,0.52,191.0,1,0,0.31
9.4,0.045,0.36,0.99556,8.6,11.0,3.17,4,1.4,0.47,119.0,1,0,0.34
9.4,0.045,0.36,0.99556,8.6,11.0,3.17,4,1.4,0.47,119.0,1,0,0.34
9.4,0.054000000000000006,0.28,0.9954299999999999,8.5,54.0,3.21,6,3.1,0.43,174.0,1,0,0.3
9.4,0.053,0.41,0.9988600000000001,7.4,37.0,3.2,6,14.1,0.63,194.0,1,0,0.4
9.7,0.044000000000000004,0.34,0.99526,6.6,63.0,3.22,6,7.7,0.48,212.0,1,0,0.32
12.3,0.032,0.31,0.99166,7.1,36.0,3.35,7,5.2,0.47,140.0,1,0,0.34
9.8,0.045,0.25,0.9969100000000001,6.6,45.0,3.33,6,11.6,0.43,178.0,1,0,0.26
9.0,0.053,0.57,0.9973200000000001,8.0,18.0,3.12,5,10.4,0.68,134.0,1,0,0.27
9.2,0.045,0.45,0.9957299999999999,6.2,46.0,3.26,6,7.5,0.46,203.0,1,0,0.28
9.4,0.057999999999999996,0.49,0.99656,6.2,68.0,3.19,6,11.2,0.6,215.0,1,0,0.3
9.9,0.043,0.29,0.9911200000000001,5.6,20.0,3.28,6,0.8,0.48,67.0,1,0,0.175
9.8,0.032,0.36,0.9921399999999999,6.9,13.0,3.07,5,1.4,0.52,145.0,1,0,0.34
12.3,0.028999999999999998,0.3,0.99165,6.9,34.0,3.36,7,4.7,0.49,148.0,1,0,0.34
11.9,0.018000000000000002,0.3,0.9900399999999999,7.1,15.0,3.02,7,3.1,0.52,37.0,1,0,0.12
10.2,0.038,0.29,0.9946299999999999,7.1,33.0,3.27,6,4.0,0.64,170.0,1,0,0.32
9.5,0.034,0.29,0.9968299999999999,7.3,61.0,3.14,6,11.3,0.56,224.0,1,0,0.51
11.9,0.018000000000000002,0.3,0.9900399999999999,7.1,15.0,3.02,7,3.1,0.52,37.0,1,0,0.12
9.2,0.04,0.55,0.9959600000000001,6.3,67.0,3.24,5,8.1,0.5,216.0,1,0,0.24
9.7,0.054000000000000006,0.23,0.99898,7.5,28.0,3.18,5,14.8,0.49,174.0,1,0,0.41
11.5,0.028999999999999998,0.33,0.9911399999999999,6.5,35.0,3.36,7,1.4,0.6,138.0,1,0,0.18
10.4,0.121,0.24,0.99508,7.3,32.0,3.17,8,8.1,0.38,162.0,1,0,0.17
11.6,0.053,0.38,0.99306,8.2,41.0,3.22,5,3.5,0.41,174.0,1,0,0.2
9.7,0.054000000000000006,0.23,0.99898,7.5,28.0,3.18,5,14.8,0.49,174.0,1,0,0.41
10.4,0.121,0.24,0.99508,7.3,32.0,3.17,8,8.1,0.38,162.0,1,0,0.17
11.5,0.028999999999999998,0.33,0.9911399999999999,6.5,35.0,3.36,7,1.4,0.6,138.0,1,0,0.18
10.2,0.036000000000000004,0.35,0.9934200000000001,7.3,29.0,3.27,6,1.5,0.51,108.0,1,0,0.16
9.8,0.037000000000000005,0.37,0.99345,6.4,27.0,3.38,6,1.5,0.5,109.0,1,0,0.16
9.0,0.044000000000000004,0.13,0.99772,6.6,26.0,3.24,5,12.8,0.47,158.0,1,0,0.42
10.5,0.036000000000000004,0.12,0.99239,5.8,57.0,3.38,6,1.6,0.59,163.0,1,0,0.3
9.4,0.049,0.27,0.9950200000000001,6.7,8.0,3.16,4,7.1,0.38,178.0,1,0,0.54
9.4,0.049,0.27,0.9950200000000001,6.7,8.0,3.16,4,7.1,0.38,178.0,1,0,0.54
10.8,0.046,0.3,0.99479,6.4,53.0,3.21,5,11.2,0.34,149.0,1,0,0.22
10.7,0.043,0.3,0.9920700000000001,6.8,19.0,3.17,7,1.7,0.46,95.0,1,0,0.23
10.6,0.028999999999999998,0.34,0.99497,9.0,21.0,3.08,6,6.7,0.5,162.0,1,0,0.26
9.2,0.046,0.25,0.99828,6.5,15.0,3.15,6,17.3,0.42,110.0,1,0,0.23
